sku,nombre,marca,precio_normal,precio_internet,precio_sbpay,precio_fonasa,descuento_internet_pct,url,imagen,categoria_1,categoria_2,categoria_3,tipo_venta,requiere_receta,bioequivalente,retiro_tienda,despacho_domicilio,stock_global,disponible_comuna,region,comuna,capturado_en
430924,Kitadol (B) Paracetamol 500mg 24 Comprimidos,Kitadol,1499,1004,,,33,https://salcobrand.cl/products/kitadol-b-paracetamol-500mg-24-comprimidos?default_sku=430924,https://static.salcobrand.cl/spree/products/169994/small/430924.jpg?1765392896,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
430924,Kitadol (B) Paracetamol 500mg 24 Comprimidos,Kitadol,1499,1004,,,33,https://salcobrand.cl/products/kitadol-b-paracetamol-500mg-24-comprimidos?default_sku=430924,https://static.salcobrand.cl/spree/products/169994/small/430924.jpg?1765392896,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
430924,Kitadol (B) Paracetamol 500mg 24 Comprimidos,Kitadol,1499,1004,,,33,https://salcobrand.cl/products/kitadol-b-paracetamol-500mg-24-comprimidos?default_sku=430924,https://static.salcobrand.cl/spree/products/169994/small/430924.jpg?1765392896,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
2834786,Acotol (B) 28 Comprimidos Recubiertos,Acotol,21399,18831,,,12,https://salcobrand.cl/products/acotol-b-28-comprimidos-recubiertos?default_sku=2834786,https://static.salcobrand.cl/spree/products/102238/small/2834786.jpg?1700488443,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
2834786,Acotol (B) 28 Comprimidos Recubiertos,Acotol,21399,18831,,,12,https://salcobrand.cl/products/acotol-b-28-comprimidos-recubiertos?default_sku=2834786,https://static.salcobrand.cl/spree/products/102238/small/2834786.jpg?1700488443,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
2834786,Acotol (B) 28 Comprimidos Recubiertos,Acotol,21399,18831,,,12,https://salcobrand.cl/products/acotol-b-28-comprimidos-recubiertos?default_sku=2834786,https://static.salcobrand.cl/spree/products/102238/small/2834786.jpg?1700488443,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
582493,Alerxo Forte (B) Fexofenadina 180mg 30 Comprimidos Recubiertos,Alerxo,33399,26319,,,21,https://salcobrand.cl/products/alerxo-forte-b-fexofenadina-180mg-30-comprimidos-recubiertos?default_sku=582493,https://static.salcobrand.cl/spree/products/77926/small/582493.jpg?1660873408,Medicamentos,Medicamentos > Sistema Respiratorio y Alergias,Medicamentos > Sistema Respiratorio y Alergias > Antialérgicos,prescription,True,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
582493,Alerxo Forte (B) Fexofenadina 180mg 30 Comprimidos Recubiertos,Alerxo,33399,26319,,,21,https://salcobrand.cl/products/alerxo-forte-b-fexofenadina-180mg-30-comprimidos-recubiertos?default_sku=582493,https://static.salcobrand.cl/spree/products/77926/small/582493.jpg?1660873408,Medicamentos,Medicamentos > Sistema Respiratorio y Alergias,Medicamentos > Sistema Respiratorio y Alergias > Antialérgicos,prescription,True,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
582493,Alerxo Forte (B) Fexofenadina 180mg 30 Comprimidos Recubiertos,Alerxo,33399,26319,,,21,https://salcobrand.cl/products/alerxo-forte-b-fexofenadina-180mg-30-comprimidos-recubiertos?default_sku=582493,https://static.salcobrand.cl/spree/products/77926/small/582493.jpg?1660873408,Medicamentos,Medicamentos > Sistema Respiratorio y Alergias,Medicamentos > Sistema Respiratorio y Alergias > Antialérgicos,prescription,True,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
340180,Xumadol (B) Paracetamol 1g 20 Comprimidos,Xumadol,11099,7769,,,30,https://salcobrand.cl/products/xumadol-b-paracetamol-1-g-20-comprimidos?default_sku=340180,https://static.salcobrand.cl/spree/products/169992/small/340180.jpg?1765392856,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",normal,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
340180,Xumadol (B) Paracetamol 1g 20 Comprimidos,Xumadol,11099,7769,,,30,https://salcobrand.cl/products/xumadol-b-paracetamol-1-g-20-comprimidos?default_sku=340180,https://static.salcobrand.cl/spree/products/169992/small/340180.jpg?1765392856,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",normal,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
340180,Xumadol (B) Paracetamol 1g 20 Comprimidos,Xumadol,11099,7769,,,30,https://salcobrand.cl/products/xumadol-b-paracetamol-1-g-20-comprimidos?default_sku=340180,https://static.salcobrand.cl/spree/products/169992/small/340180.jpg?1765392856,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",normal,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
2830598,Femelle 20 (B) Drospirenona / Etinilestradiol 28 Comprimidos Recubiertos,Femelle 20,21399,18831,,,12,https://salcobrand.cl/products/femelle-20-b-drospirenona-etinilestradiol-28-comprimidos-recubiertos?default_sku=2830598,https://static.salcobrand.cl/spree/products/102236/small/2830598.jpg?1700488352,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
2830598,Femelle 20 (B) Drospirenona / Etinilestradiol 28 Comprimidos Recubiertos,Femelle 20,21399,18831,,,12,https://salcobrand.cl/products/femelle-20-b-drospirenona-etinilestradiol-28-comprimidos-recubiertos?default_sku=2830598,https://static.salcobrand.cl/spree/products/102236/small/2830598.jpg?1700488352,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
2830598,Femelle 20 (B) Drospirenona / Etinilestradiol 28 Comprimidos Recubiertos,Femelle 20,21399,18831,,,12,https://salcobrand.cl/products/femelle-20-b-drospirenona-etinilestradiol-28-comprimidos-recubiertos?default_sku=2830598,https://static.salcobrand.cl/spree/products/102236/small/2830598.jpg?1700488352,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
437300,Trittico (B) Trazodona 100mg 20 Comprimidos Recubiertos,Trittico,33899,29831,,,12,https://salcobrand.cl/products/trittico-b-trazodona-100mg-20-comprimidos-recubiertos?default_sku=437300,https://static.salcobrand.cl/spree/products/95058/small/Trittico-100mg-20c-BE-1-Frontal.jpg?1689626923,Medicamentos,Medicamentos > Sistema Nervioso,Medicamentos > Sistema Nervioso > Antidepresivos,prescription,True,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
437300,Trittico (B) Trazodona 100mg 20 Comprimidos Recubiertos,Trittico,33899,29831,,,12,https://salcobrand.cl/products/trittico-b-trazodona-100mg-20-comprimidos-recubiertos?default_sku=437300,https://static.salcobrand.cl/spree/products/95058/small/Trittico-100mg-20c-BE-1-Frontal.jpg?1689626923,Medicamentos,Medicamentos > Sistema Nervioso,Medicamentos > Sistema Nervioso > Antidepresivos,prescription,True,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
437300,Trittico (B) Trazodona 100mg 20 Comprimidos Recubiertos,Trittico,33899,29831,,,12,https://salcobrand.cl/products/trittico-b-trazodona-100mg-20-comprimidos-recubiertos?default_sku=437300,https://static.salcobrand.cl/spree/products/95058/small/Trittico-100mg-20c-BE-1-Frontal.jpg?1689626923,Medicamentos,Medicamentos > Sistema Nervioso,Medicamentos > Sistema Nervioso > Antidepresivos,prescription,True,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
3026598,"Tinelle (B) Dienogest 2mg / Etinilestradiol 0,03mg 28 Comprimidos Recubiertos",Tinelle,22199,17759,15539,,20,https://salcobrand.cl/products/tinelle-b-dienogest-2mg-etinilestradiol-0-03mg-28-comprimidos-recubiertos?default_sku=3026598,https://static.salcobrand.cl/spree/products/103480/small/3026598.jpg?1702491355,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Anticonceptivos,not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
3026598,"Tinelle (B) Dienogest 2mg / Etinilestradiol 0,03mg 28 Comprimidos Recubiertos",Tinelle,22199,17759,15539,,20,https://salcobrand.cl/products/tinelle-b-dienogest-2mg-etinilestradiol-0-03mg-28-comprimidos-recubiertos?default_sku=3026598,https://static.salcobrand.cl/spree/products/103480/small/3026598.jpg?1702491355,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Anticonceptivos,not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
3026598,"Tinelle (B) Dienogest 2mg / Etinilestradiol 0,03mg 28 Comprimidos Recubiertos",Tinelle,22199,17759,15539,,20,https://salcobrand.cl/products/tinelle-b-dienogest-2mg-etinilestradiol-0-03mg-28-comprimidos-recubiertos?default_sku=3026598,https://static.salcobrand.cl/spree/products/103480/small/3026598.jpg?1702491355,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Anticonceptivos,not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
1050326,Daniele (B) Dienogest / Etinilestradiol 28 Comprimidos Recubiertos,Daniele,20599,18127,,,12,https://salcobrand.cl/products/daniele-b-dienogest-etinilestradiol-28-comprimidos-recubiertos?default_sku=1050326,https://static.salcobrand.cl/spree/products/22388/small/1050326.jpg?1641479981,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
1050326,Daniele (B) Dienogest / Etinilestradiol 28 Comprimidos Recubiertos,Daniele,20599,18127,,,12,https://salcobrand.cl/products/daniele-b-dienogest-etinilestradiol-28-comprimidos-recubiertos?default_sku=1050326,https://static.salcobrand.cl/spree/products/22388/small/1050326.jpg?1641479981,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
1050326,Daniele (B) Dienogest / Etinilestradiol 28 Comprimidos Recubiertos,Daniele,20599,18127,,,12,https://salcobrand.cl/products/daniele-b-dienogest-etinilestradiol-28-comprimidos-recubiertos?default_sku=1050326,https://static.salcobrand.cl/spree/products/22388/small/1050326.jpg?1641479981,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
37913,Glifortex XR (B) Metformina 750mg 30 Comprimidos Prolongados,Glifortex,18499,16279,,,12,https://salcobrand.cl/products/glifortex-xr-b-metformina-750mg-30-comprimidos-prolongados?default_sku=37913,https://static.salcobrand.cl/spree/products/76285/small/37913.jpg?1658796861,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
37913,Glifortex XR (B) Metformina 750mg 30 Comprimidos Prolongados,Glifortex,18499,16279,,,12,https://salcobrand.cl/products/glifortex-xr-b-metformina-750mg-30-comprimidos-prolongados?default_sku=37913,https://static.salcobrand.cl/spree/products/76285/small/37913.jpg?1658796861,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
37913,Glifortex XR (B) Metformina 750mg 30 Comprimidos Prolongados,Glifortex,18499,16279,,,12,https://salcobrand.cl/products/glifortex-xr-b-metformina-750mg-30-comprimidos-prolongados?default_sku=37913,https://static.salcobrand.cl/spree/products/76285/small/37913.jpg?1658796861,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
3028178,Tinelle 3 (B) 91 Comprimidos Recubiertos,Tinelle,65499,52399,45849,,20,https://salcobrand.cl/products/tinelle-3-91-comprimidos-recubiertos?default_sku=3028178,https://static.salcobrand.cl/spree/products/103482/small/3028178.jpg?1702491476,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
3028178,Tinelle 3 (B) 91 Comprimidos Recubiertos,Tinelle,65499,52399,45849,,20,https://salcobrand.cl/products/tinelle-3-91-comprimidos-recubiertos?default_sku=3028178,https://static.salcobrand.cl/spree/products/103482/small/3028178.jpg?1702491476,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
3028178,Tinelle 3 (B) 91 Comprimidos Recubiertos,Tinelle,65499,52399,45849,,20,https://salcobrand.cl/products/tinelle-3-91-comprimidos-recubiertos?default_sku=3028178,https://static.salcobrand.cl/spree/products/103482/small/3028178.jpg?1702491476,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
290013,Cidimus (B) Tacrolimus 1mg 100 Cápsulas,Cidimus,276899,193829,,,30,https://salcobrand.cl/products/cidimus-b-tacrolimus-1mg-100-capsulas?default_sku=290013,https://static.salcobrand.cl/spree/products/191522/small/290013_-_Huincha.jpg?1780426671,Medicamentos,Medicamentos > Enfermedades Específicas,Medicamentos > Enfermedades Específicas > Tumores Malignos,prescription,True,True,True,False,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
290013,Cidimus (B) Tacrolimus 1mg 100 Cápsulas,Cidimus,276899,193829,,,30,https://salcobrand.cl/products/cidimus-b-tacrolimus-1mg-100-capsulas?default_sku=290013,https://static.salcobrand.cl/spree/products/191522/small/290013_-_Huincha.jpg?1780426671,Medicamentos,Medicamentos > Enfermedades Específicas,Medicamentos > Enfermedades Específicas > Tumores Malignos,prescription,True,True,True,False,True,False,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
290013,Cidimus (B) Tacrolimus 1mg 100 Cápsulas,Cidimus,276899,193829,,,30,https://salcobrand.cl/products/cidimus-b-tacrolimus-1mg-100-capsulas?default_sku=290013,https://static.salcobrand.cl/spree/products/191522/small/290013_-_Huincha.jpg?1780426671,Medicamentos,Medicamentos > Enfermedades Específicas,Medicamentos > Enfermedades Específicas > Tumores Malignos,prescription,True,True,True,False,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
37914,Glifortex XR (B) Metformina 1000mg 30 Comprimidos Prolongados,Glifortex,21999,19359,,,12,https://salcobrand.cl/products/glifortex-xr-b-metformina-1000mg-30-comprimidos-prolongados?default_sku=37914,https://static.salcobrand.cl/spree/products/138955/small/37914.jpg?1743536810,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
37914,Glifortex XR (B) Metformina 1000mg 30 Comprimidos Prolongados,Glifortex,21999,19359,,,12,https://salcobrand.cl/products/glifortex-xr-b-metformina-1000mg-30-comprimidos-prolongados?default_sku=37914,https://static.salcobrand.cl/spree/products/138955/small/37914.jpg?1743536810,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
37914,Glifortex XR (B) Metformina 1000mg 30 Comprimidos Prolongados,Glifortex,21999,19359,,,12,https://salcobrand.cl/products/glifortex-xr-b-metformina-1000mg-30-comprimidos-prolongados?default_sku=37914,https://static.salcobrand.cl/spree/products/138955/small/37914.jpg?1743536810,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
439235,Norah (B) Dienogest / Etinilestradiol 28 Comprimidos Recubiertos,Norah,20099,13064,,,35,https://salcobrand.cl/products/norah-b-dienogest-etinilestradiol-28-comprimidos-recubiertos?default_sku=439235,https://static.salcobrand.cl/spree/products/94280/small/Norah_BE_Teva.jpg?1686676132,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
439235,Norah (B) Dienogest / Etinilestradiol 28 Comprimidos Recubiertos,Norah,20099,13064,,,35,https://salcobrand.cl/products/norah-b-dienogest-etinilestradiol-28-comprimidos-recubiertos?default_sku=439235,https://static.salcobrand.cl/spree/products/94280/small/Norah_BE_Teva.jpg?1686676132,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
439235,Norah (B) Dienogest / Etinilestradiol 28 Comprimidos Recubiertos,Norah,20099,13064,,,35,https://salcobrand.cl/products/norah-b-dienogest-etinilestradiol-28-comprimidos-recubiertos?default_sku=439235,https://static.salcobrand.cl/spree/products/94280/small/Norah_BE_Teva.jpg?1686676132,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
578997,Actron (R) Ibuprofeno 600mg 20 Cápsulas Blandas,Actron 600,11899,9599,,,19,https://salcobrand.cl/products/actron-r-ibuprofeno-600mg-20-capsulas-blandas?default_sku=578997,https://static.salcobrand.cl/spree/products/58509/small/578997-1.jpg?1641329109,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",prescription,True,False,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
578997,Actron (R) Ibuprofeno 600mg 20 Cápsulas Blandas,Actron 600,11899,9599,,,19,https://salcobrand.cl/products/actron-r-ibuprofeno-600mg-20-capsulas-blandas?default_sku=578997,https://static.salcobrand.cl/spree/products/58509/small/578997-1.jpg?1641329109,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",prescription,True,False,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
578997,Actron (R) Ibuprofeno 600mg 20 Cápsulas Blandas,Actron 600,11899,9599,,,19,https://salcobrand.cl/products/actron-r-ibuprofeno-600mg-20-capsulas-blandas?default_sku=578997,https://static.salcobrand.cl/spree/products/58509/small/578997-1.jpg?1641329109,Medicamentos,"Medicamentos > Dolor, Fiebre y Antiflamatorios","Medicamentos > Dolor, Fiebre y Antiflamatorios > Analgésico General",prescription,True,False,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
2501232,Glaupax XR (B) Metformina 1000mg 30 Comprimidos Prolongados,Glaupax,19199,15167,,,21,https://salcobrand.cl/products/glaupax-xr-b-metformina-1000mg-30-comprimidos-prolongados?default_sku=2501232,https://static.salcobrand.cl/spree/products/28031/small/2501232.jpg?1641479685,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
2501232,Glaupax XR (B) Metformina 1000mg 30 Comprimidos Prolongados,Glaupax,19199,15167,,,21,https://salcobrand.cl/products/glaupax-xr-b-metformina-1000mg-30-comprimidos-prolongados?default_sku=2501232,https://static.salcobrand.cl/spree/products/28031/small/2501232.jpg?1641479685,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
2501232,Glaupax XR (B) Metformina 1000mg 30 Comprimidos Prolongados,Glaupax,19199,15167,,,21,https://salcobrand.cl/products/glaupax-xr-b-metformina-1000mg-30-comprimidos-prolongados?default_sku=2501232,https://static.salcobrand.cl/spree/products/28031/small/2501232.jpg?1641479685,Medicamentos,Medicamentos > Sistema Digestivo,Medicamentos > Sistema Digestivo > Diabéticos,prescription,True,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
439868,Vexa CD (B) Drospirenona / Etinilestradiol 28 Comprimidos Recubiertos,Vexa CD,20699,13454,,,35,https://salcobrand.cl/products/vexa-cd-b-drospirenona-etinilestradiol-28-comprimidos-recubiertos?default_sku=439868,https://static.salcobrand.cl/spree/products/51062/small/439868.jpg?1641329733,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
439868,Vexa CD (B) Drospirenona / Etinilestradiol 28 Comprimidos Recubiertos,Vexa CD,20699,13454,,,35,https://salcobrand.cl/products/vexa-cd-b-drospirenona-etinilestradiol-28-comprimidos-recubiertos?default_sku=439868,https://static.salcobrand.cl/spree/products/51062/small/439868.jpg?1641329733,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
439868,Vexa CD (B) Drospirenona / Etinilestradiol 28 Comprimidos Recubiertos,Vexa CD,20699,13454,,,35,https://salcobrand.cl/products/vexa-cd-b-drospirenona-etinilestradiol-28-comprimidos-recubiertos?default_sku=439868,https://static.salcobrand.cl/spree/products/51062/small/439868.jpg?1641329733,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
431129,Rosvel (B) Rosuvastatina 20mg 30 Comprimidos Recubiertos,Rosvel,25299,17709,,,30,https://salcobrand.cl/products/rosvel-b-rosuvastatina-20mg-30-comprimidos-recubiertos?default_sku=431129,https://static.salcobrand.cl/spree/products/147556/small/431129.jpg?1749763054,Medicamentos,Medicamentos > Sistema Cardiovascular,Medicamentos > Sistema Cardiovascular > Colesterol,prescription,True,True,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
431129,Rosvel (B) Rosuvastatina 20mg 30 Comprimidos Recubiertos,Rosvel,25299,17709,,,30,https://salcobrand.cl/products/rosvel-b-rosuvastatina-20mg-30-comprimidos-recubiertos?default_sku=431129,https://static.salcobrand.cl/spree/products/147556/small/431129.jpg?1749763054,Medicamentos,Medicamentos > Sistema Cardiovascular,Medicamentos > Sistema Cardiovascular > Colesterol,prescription,True,True,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
431129,Rosvel (B) Rosuvastatina 20mg 30 Comprimidos Recubiertos,Rosvel,25299,17709,,,30,https://salcobrand.cl/products/rosvel-b-rosuvastatina-20mg-30-comprimidos-recubiertos?default_sku=431129,https://static.salcobrand.cl/spree/products/147556/small/431129.jpg?1749763054,Medicamentos,Medicamentos > Sistema Cardiovascular,Medicamentos > Sistema Cardiovascular > Colesterol,prescription,True,True,True,True,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
2510239,Inflader (B) Isotretinoí­na 10mg 30 Cápsulas,Inflader,32299,25839,,,20,https://salcobrand.cl/products/inflader-b-isotretinoi-na-10mg-30-capsulas?default_sku=2510239,https://static.salcobrand.cl/spree/products/63962/small/2510239.jpg?1641328797,Cuidado de la Salud,Cuidado de la Salud > Salud Piel,Cuidado de la Salud > Salud Piel > Antiacné,restricted,True,True,False,False,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
2510239,Inflader (B) Isotretinoí­na 10mg 30 Cápsulas,Inflader,32299,25839,,,20,https://salcobrand.cl/products/inflader-b-isotretinoi-na-10mg-30-capsulas?default_sku=2510239,https://static.salcobrand.cl/spree/products/63962/small/2510239.jpg?1641328797,Cuidado de la Salud,Cuidado de la Salud > Salud Piel,Cuidado de la Salud > Salud Piel > Antiacné,restricted,True,True,False,False,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
2510239,Inflader (B) Isotretinoí­na 10mg 30 Cápsulas,Inflader,32299,25839,,,20,https://salcobrand.cl/products/inflader-b-isotretinoi-na-10mg-30-capsulas?default_sku=2510239,https://static.salcobrand.cl/spree/products/63962/small/2510239.jpg?1641328797,Cuidado de la Salud,Cuidado de la Salud > Salud Piel,Cuidado de la Salud > Salud Piel > Antiacné,restricted,True,True,False,False,True,True,Antofagasta,Antofagasta,2026-07-29T07:06:09-04:00
178877,Belara CD Clormadinona / Etinilestradiol 28 Comprimidos Recubiertos,Belara,27199,21759,19039,,20,https://salcobrand.cl/products/belara-cd-clormadinona-etinilestradiol-28-comprimidos-recubiertos?default_sku=178877,https://static.salcobrand.cl/spree/products/41658/small/7800055188776_1.jpg?1641477067,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,False,True,True,True,True,Tarapaca,Iquique,2026-07-29T07:06:09-04:00
178877,Belara CD Clormadinona / Etinilestradiol 28 Comprimidos Recubiertos,Belara,27199,21759,19039,,20,https://salcobrand.cl/products/belara-cd-clormadinona-etinilestradiol-28-comprimidos-recubiertos?default_sku=178877,https://static.salcobrand.cl/spree/products/41658/small/7800055188776_1.jpg?1641477067,Medicamentos,Medicamentos > Anticonceptivos y Hormonas,Medicamentos > Anticonceptivos y Hormonas > Oral,not_drug,False,False,True,True,True,True,Arica y Parinacota,Arica,2026-07-29T07:06:09-04:00
